CampsiteCode,month,capacity_month_mean,avgtemp_month_mean
Magby,2,261.0,2.5
Magby,3,261.0,4.5
Magby,4,261.0,7.0
Magby,5,261.0,11.0
Magby,6,261.0,14.0
Magby,7,261.0,16.0
Magby,8,261.0,15.5
Magby,9,261.0,12.5
Magby,10,261.0,9.0
Magby,11,261.0,5.0
Magby,12,261.0,3.0
Marowak,1,253.0,11.5
Marowak,2,253.0,12.5
Marowak,3,253.0,14.5
Marowak,4,253.0,16.5
Marowak,5,253.0,19.799999999999567
Marowak,6,253.0,23.5
Marowak,7,253.0,26.80000000000072
Marowak,8,253.0,27.0
Marowak,9,253.0,24.0
Marowak,10,253.0,19.5
Marowak,11,253.0,15.0
Marowak,12,253.0,12.0
Marill,1,181.0,2.0
Marill,2,181.0,2.5
Marill,3,181.0,4.5
Marill,4,181.0,7.0
Marill,5,181.0,11.0
Marill,6,181.0,14.0
Marill,7,181.0,16.0
Marill,8,181.0,15.5
Marill,9,181.0,12.5
Marill,10,181.0,9.0
Marill,11,181.0,5.0
Marill,12,181.0,3.0
Fuecoco,1,382.0,6.0
Fuecoco,2,382.0,6.200000000000061
Fuecoco,3,382.0,8.5
Fuecoco,4,382.0,10.799999999999613
Fuecoco,5,382.0,13.799999999999573
Fuecoco,6,382.0,16.5
Fuecoco,7,382.0,18.20000000000032
Fuecoco,8,382.0,18.5
Fuecoco,9,382.0,16.5
Fuecoco,10,382.0,13.0
Fuecoco,11,382.0,9.200000000000278
Fuecoco,12,382.0,6.799999999999813
Jellicent1,1,228.0,11.5
Jellicent1,2,228.0,12.5
Jellicent1,3,228.0,14.5
Jellicent1,4,228.0,16.5
Jellicent1,5,228.0,19.799999999999567
Jellicent1,6,228.0,23.5
Jellicent1,7,228.0,26.80000000000072
Jellicent1,8,228.0,27.0
Jellicent1,9,228.0,24.0
Jellicent1,10,228.0,19.5
Jellicent1,11,228.0,15.0
Jellicent1,12,228.0,12.0
Quaxwell,1,209.0,6.0
Quaxwell,2,209.0,6.200000000000061
Quaxwell,3,209.0,8.5
Quaxwell,4,209.0,10.799999999999613
Quaxwell,5,209.0,13.799999999999573
Quaxwell,6,209.0,16.5
Quaxwell,7,209.0,18.20000000000032
Quaxwell,8,209.0,18.5
Quaxwell,9,209.0,16.5
Quaxwell,10,209.0,13.0
Quaxwell,11,209.0,9.200000000000278
Quaxwell,12,209.0,6.799999999999813
Cramorant2,1,169.0,0.5
Cramorant2,2,169.0,1.8000000000000385
Cramorant2,3,169.0,6.200000000000134
Cramorant2,4,169.0,10.5
Cramorant2,5,169.0,15.200000000000456
Cramorant2,6,169.0,18.599999999999334
Cramorant2,7,169.0,20.5
Cramorant2,8,169.0,19.799999999999567
Cramorant2,9,169.0,15.5
Cramorant2,10,169.0,10.200000000000323
Cramorant2,11,169.0,5.100000000000161
Cramorant2,12,169.0,1.5
